period,periodOrder,region,shortName,locationName,date,year,month,monthLabel,season,latitude,longitude,sampleDepthM,chlorophyllA,suspendedSolids,salinity,temperatureC,secchiDepthM,phaeo,silica,dissolvedInorganicPhosphorus,dissolvedInorganicNitrogen
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2024-04-09,2024,4,Apr,Wet season,-18.0221133,146.0742717,7.7,0.7625,2.94,28.6615,,2.8,0.4763,40.2275,0.065,1.1325
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2024-04-09,2024,4,Apr,Wet season,-18.0139983,146.1340917,10.8,0.366,0.335,29.9795,,6.3,0.223,33.205,0.04,0.39
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2024-04-09,2024,4,Apr,Wet season,-17.96056,146.1903583,26,0.3555,1.865,33.4705,,12,0.256,12.39,0.045,0.505
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2024-04-08,2024,4,Apr,Wet season,-17.889925,146.2609267,27,0.2205,0.1875,33.8025,,13,0.1468,9.3525,0.03,0.335
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2024-05-03,2024,5,May,Dry season,-19.588315,147.5815933,8.5,0.6763,8.815,34.988,,1.4,0.5238,9.45,0.11,0.5975
2024-2025,2,Burdekin region,BUR7,Haughton 2,2024-05-04,2024,5,May,Dry season,-19.2822767,147.1742467,13.4,0.561,5.07,35.2535,,2.1,0.4325,4.91,0.09,0.5700000000000001
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2024-05-04,2024,5,May,Dry season,-19.1573117,146.8686283,8.2,0.521,4.15,35.0435,,2.3,0.406,6.31,0.095,0.405
2024-2025,2,Burdekin region,BUR2,Pandora,2024-05-04,2024,5,May,Dry season,-18.8176667,146.4380333,15,0.3575,0.735,35.054,,4,0.321,5.09,0.065,0.33
2024-2025,2,Burdekin region,BUR1,Palms West,2024-05-04,2024,5,May,Dry season,-18.5421567,146.48652,30.1,0.2608,1.3325,35.2225,,6.2,0.1963,3.405,0.0675,0.375
2024-2025,2,Wet Tropics region,RM3,RM3,2024-07-16,2024,7,Jul,Dry season,-17.0683067,145.99335,19.4,0.2065,1.3375,35.129,,8,0.1303,4.565,0.13,0.20750000000000002
2024-2025,2,Wet Tropics region,RM8,High Island West,2024-07-16,2024,7,Jul,Dry season,-17.1628233,146.0001733,19.2,0.2325,1.585,34.9115,,6,0.143,6.195,0.145,0.23
2024-2025,2,Wet Tropics region,RM7,Franklands West,2024-07-16,2024,7,Jul,Dry season,-17.2270333,146.0901633,17.5,0.2635,1.635,35.1485,,8,0.184,5.695,0.14,0.185
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2024-07-16,2024,7,Jul,Dry season,-17.2032917,145.9789283,7.1,0.2428,2.6775,34.479,,3.5,0.171,9.0325,0.145,0.2725
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2024-07-14,2024,7,Jul,Dry season,-17.9253417,146.1430533,9.1,0.178,1.505,34.939,,6,0.133,6.525,0.13,0.14
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2024-07-15,2024,7,Jul,Dry season,-17.9750667,146.1162983,7.6,0.2785,1.25,34.1425,,7,0.139,11.7,0.12,0.335
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2024-07-15,2024,7,Jul,Dry season,-18.022795,146.074565,6.4,0.2425,1.5875,31.847,,5.5,0.149,26.7925,0.1475,0.915
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2024-07-15,2024,7,Jul,Dry season,-18.0141267,146.1331583,9.2,0.123,0.83,33.273,,8,0.0835,17.695,0.115,0.41000000000000003
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2024-07-15,2024,7,Jul,Dry season,-17.9604483,146.1905933,23.7,0.175,1.03,35.0035,,8,0.1495,6.985,0.12,0.20500000000000002
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2024-07-14,2024,7,Jul,Dry season,-17.889875,146.2606,24.5,0.211,1.4625,35.363,,11,0.1453,4.0675,0.135,0.17500000000000002
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2024-12-01,2024,12,Dec,Wet season,-19.588,147.582,7.3,0.882,0.77,35.49,,4.2,0.5678,9.7875,0.0475,0.15000000000000002
2024-2025,2,Burdekin region,BUR7,Haughton 2,2024-12-01,2024,12,Dec,Wet season,-19.2827167,147.1741,14.2,0.5075,1.52,35.722,,3.6,0.2465,2.88,0.075,0.195
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2024-12-02,2024,12,Dec,Wet season,-19.1574,146.86885,9.6,0.3965,1.18,35.9465,,4.1,0.247,3.115,0.065,0.38
2024-2025,2,Burdekin region,BUR2,Pandora,2024-12-02,2024,12,Dec,Wet season,-18.8176667,146.4379667,13.1,0.373,0.77,35.5795,,5.2,0.2195,1.89,0.055,0.11
2024-2025,2,Burdekin region,BUR1,Palms West,2024-12-02,2024,12,Dec,Wet season,-18.5421833,146.4854833,30,0.2068,0.5675,35.171,,9.1,0.1368,3.2775,0.07,0.1275
2024-2025,2,Wet Tropics region,RM3,RM3,2025-01-07,2025,1,Jan,Wet season,-17.0685133,145.9930083,20,0.5605,2.0425,32.534,,5.5,0.3408,5.29,0.045,0.44499999999999995
2024-2025,2,Wet Tropics region,RM8,High Island West,2025-01-08,2025,1,Jan,Wet season,-17.1629117,146.0008567,21.5,0.3555,2.51,30.5465,,4,0.263,11.195,0.085,1.115
2024-2025,2,Wet Tropics region,RM7,Franklands West,2025-01-08,2025,1,Jan,Wet season,-17.2269017,146.090075,17.9,0.4475,1.045,33.642,,7,0.313,3.03,0.05,0.40249999999999997
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2025-01-08,2025,1,Jan,Wet season,-17.2029283,145.97976,8.1,0.6075,5.21,21.0815,,1.6,0.5133,39.8325,0.17,4.7475000000000005
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2025-01-06,2025,1,Jan,Wet season,-17.9259367,146.1431833,9.3,0.4385,7.32,33.6105,,2.5,0.351,4.935,0.065,0.73
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2025-01-07,2025,1,Jan,Wet season,-17.9750433,146.11694,10.6,0.5315,3.87,30.4945,,3,0.36,21.035,0.055,0.6200000000000001
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2025-01-07,2025,1,Jan,Wet season,-18.022395,146.0745367,7.2,0.714,18.765,28.63,,1.6,0.7015,27.8575,0.0875,1.2125
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2025-01-07,2025,1,Jan,Wet season,-18.0133433,146.1329667,10.4,0.455,6.665,34.0545,,3.4,0.334,4.76,0.065,0.9275
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2025-01-06,2025,1,Jan,Wet season,-17.9607217,146.1906633,24.4,0.3985,2,34.0325,,4,0.2715,3.795,0.05,0.54
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2025-01-06,2025,1,Jan,Wet season,-17.890135,146.2599383,24.9,0.251,2.355,34.507,,7,0.1695,3.5825,0.0475,0.515
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2025-01-01,2025,1,Jan,Wet season,-19.5878333,147.5820667,7.5,1.9403,6.28,27.9935,,1.1,1.0778,47.3125,0.1025,0.6074999999999999
2024-2025,2,Burdekin region,BUR7,Haughton 2,2025-01-02,2025,1,Jan,Wet season,-19.2827,147.1741167,14.8,0.333,1.425,34.4735,,4.7,0.2205,2.67,0.04,0.28500000000000003
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2024-12-02,2024,12,Dec,Wet season,-19.1574,146.86885,10.5,0.484,1.44,33.968,,4.2,0.328,1.945,0.035,0.8400000000000001
2024-2025,2,Burdekin region,BUR2,Pandora,2025-01-02,2025,1,Jan,Wet season,-18.8176167,146.438,15.7,0.2365,0.915,34.4215,,5.6,0.143,2.4,0.045,0.275
2024-2025,2,Burdekin region,BUR1,Palms West,2025-01-02,2025,1,Jan,Wet season,-18.5421667,146.4865333,29.5,0.1675,0.25,34.122,,6.5,0.101,3.1125,0.0525,0.6463
2024-2025,2,Wet Tropics region,RM3,RM3,2025-01-21,2025,1,Jan,Wet season,-17.0689233,145.9931217,20.3,0.2595,0.5825,34.9165,,17,0.185,2.3175,0.0575,0.6325
2024-2025,2,Wet Tropics region,RM8,High Island West,2025-01-21,2025,1,Jan,Wet season,-17.1627033,146.000335,21.4,0.155,1.52,34.5975,,15,0.108,4.75,0.045,0.5850000000000001
2024-2025,2,Wet Tropics region,RM7,Franklands West,2025-01-22,2025,1,Jan,Wet season,-17.22672,146.0900167,13.1,0.4045,0.705,34.6805,,,0.2035,4.885,0.055,0.6075
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2025-01-22,2025,1,Jan,Wet season,-17.20298,145.97971,8,0.2968,3.32,33.3435,,7,0.1943,12.6525,0.0525,0.83
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2025-01-20,2025,1,Jan,Wet season,-17.925405,146.143555,10.5,0.146,1.2,34.403,,6,0.114,6.455,0.05,0.39999999999999997
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2025-01-21,2025,1,Jan,Wet season,-17.9747633,146.1172017,9.8,0.268,1.775,33.042,,8,0.147,13.435,0.04,0.5625
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2025-01-20,2025,1,Jan,Wet season,-18.0226767,146.0750767,7.5,0.2178,0.7725,32.5295,,,0.1358,16.365,0.03,0.49879999999999997
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2025-01-20,2025,1,Jan,Wet season,-18.014115,146.1333483,9.8,0.4725,5.21,32.273,,9,0.3515,19.74,0.055,0.7125
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2025-01-20,2025,1,Jan,Wet season,-17.96038,146.19022,24.6,0.233,1.05,34.5865,,9,0.174,4.96,0.065,0.5225
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2025-01-20,2025,1,Jan,Wet season,-17.8905817,146.259985,25.2,0.249,0.725,34.811,,15,0.1878,2.3525,0.065,0.385
2024-2025,2,Wet Tropics region,RM3,RM3,2025-02-24,2025,2,Feb,Wet season,-17.0686583,145.9929517,20.3,0.7203,2.0725,30.3145,,4,0.486,12.8475,0.085,0.855
2024-2025,2,Wet Tropics region,RM8,High Island West,2025-02-24,2025,2,Feb,Wet season,-17.16258,146.0008667,21.9,0.702,6.21,29.6285,,1.8,0.4925,15.57,0.085,0.515
2024-2025,2,Wet Tropics region,RM7,Franklands West,2025-02-25,2025,2,Feb,Wet season,-17.2268917,146.0898733,16.4,0.7625,2.1,30.545,,3,0.4775,12.92,0.07,0.46
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2025-02-25,2025,2,Feb,Wet season,-17.202655,145.9789467,7.3,1.3768,9.925,22.515,,3,0.9195,46.015,0.1225,2.0974999999999997
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2025-02-23,2025,2,Feb,Wet season,-17.9266017,146.1432417,7.1,0.8465,4.68,27.606,,2.5,0.6215,20.865,0.1,0.775
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2025-02-23,2025,2,Feb,Wet season,-17.9752,146.116505,10.5,0.869,5.25,22.8305,,2,0.5795,49.175,0.095,0.9400000000000001
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2025-02-24,2025,2,Feb,Wet season,-18.0224683,146.0744733,7.3,1.197,10.78,24.578,,1.4,0.7978,35.2275,0.095,0.6025
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2025-02-24,2025,2,Feb,Wet season,-18.012945,146.13356,10.4,1.07,2.875,26.261,,2.9,0.627,30.455,0.085,0.585
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2025-02-24,2025,2,Feb,Wet season,-17.95974,146.1908883,24,0.915,3.92,29.4875,,3.5,0.6155,16.83,0.1,0.5175
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2025-02-24,2025,2,Feb,Wet season,-17.8889433,146.2598667,24.8,0.9095,1.75,31.164,,5,0.56,11.915,0.07,0.475
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2025-02-18,2025,2,Feb,Wet season,-19.5874,147.5826,7.8,0.9273,57.0215,15.611,,0.1,0.704,132.0525,0.505,3.405
2024-2025,2,Burdekin region,BUR7,Haughton 2,2025-02-18,2025,2,Feb,Wet season,-19.283,147.1741,14.6,1.121,2.515,26.639,,2.4,0.7065,44.335,0.195,0.7999999999999999
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2025-02-19,2025,2,Feb,Wet season,-19.1573,146.8687,9.4,0.964,1.18,27.702,,4.5,0.681,25.61,0.13,0.6599999999999999
2024-2025,2,Burdekin region,BUR2,Pandora,2025-02-19,2025,2,Feb,Wet season,-18.8175,146.438,16.5,0.7105,1.215,28.829,,5.5,0.493,21.01,0.19,1.5225
2024-2025,2,Burdekin region,BUR1,Palms West,2025-02-20,2025,2,Feb,Wet season,-18.5422,146.4864,29,1.0095,1.09,31.302,,7,0.5105,9.495,0.085,0.7813
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2025-02-28,2025,2,Feb,Wet season,-19.5792,147.5826,8,1.0258,20.84,32.8,,0.6,0.6888,12.5625,0.1425,0.71
2024-2025,2,Burdekin region,BUR7,Haughton 2,2025-02-28,2025,2,Feb,Wet season,-19.2904,147.1728,15.2,0.78,5.475,32.537,,1.7,0.5475,12.5,0.115,0.5675
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2025-03-01,2025,3,Mar,Wet season,-19.1621,146.8599,10.8,0.568,13.46,31.3005,,2.4,0.4375,16.445,0.13,0.4075
2024-2025,2,Burdekin region,BUR2,Pandora,2025-02-27,2025,2,Feb,Wet season,-18.8173,146.438,16.7,0.399,1.27,30.845,,6.5,0.3125,15.55,0.1,0.52
2024-2025,2,Burdekin region,BUR1,Palms West,2025-02-27,2025,2,Feb,Wet season,-18.5422,146.4865,30,0.449,2.9325,33.2,,5.3,0.3643,5.6675,0.07,0.6975
2024-2025,2,Wet Tropics region,RM3,RM3,2025-04-13,2025,4,Apr,Wet season,-17.0688517,145.99259,20.2,0.436,3.8325,31.8585,,3,0.343,11.16,0.08,0.81
2024-2025,2,Wet Tropics region,RM8,High Island West,2025-04-13,2025,4,Apr,Wet season,-17.162255,146.0012467,21.8,0.4835,7.135,31.6685,,2.1,0.434,14.32,0.07,0.455
2024-2025,2,Wet Tropics region,RM7,Franklands West,2025-04-13,2025,4,Apr,Wet season,-17.22704,146.0901967,11.2,0.6085,2.54,32.26,,3.5,0.4845,10.305,0.06,0.435
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2025-04-13,2025,4,Apr,Wet season,-17.202685,145.9787,7.6,1.3048,8.645,24.1845,,1,0.9583,50.16,0.16,2.3125
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2025-04-14,2025,4,Apr,Wet season,-17.92618,146.143055,8.6,0.592,11.85,31.1715,,1.2,0.6005,17.13,0.105,0.46499999999999997
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2025-04-14,2025,4,Apr,Wet season,-17.97563,146.116595,8.2,1.2085,12.52,28.964,,2,0.8705,32.485,0.08,0.48000000000000004
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2025-04-14,2025,4,Apr,Wet season,-18.021595,146.074985,7.3,0.7465,10.54,19.9595,,1.5,0.535,84.28,0.1075,2.3775
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2025-04-14,2025,4,Apr,Wet season,-18.0139567,146.1334317,10,0.902,22.06,30.959,,1.5,0.935,21.58,0.13,0.935
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2025-04-14,2025,4,Apr,Wet season,-17.958655,146.189315,21.5,0.95,17.89,31.21,,2.5,0.8765,20.345,0.12,0.6699999999999999
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2025-04-14,2025,4,Apr,Wet season,-17.8894617,146.2601367,24.6,0.409,2.77,32.122,,5,0.3185,15.5125,0.075,0.465
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2025-03-31,2025,3,Mar,Wet season,-19.5879,147.5826,7.5,0.4395,53.27,17.7415,,0.1,0.5083,131.23,0.6225,3.3449999999999998
2024-2025,2,Burdekin region,BUR7,Haughton 2,2025-03-31,2025,3,Mar,Wet season,-19.2763333,147.1711167,14,0.2825,1.25,31.8495,,5,0.206,16.005,0.08,0.30000000000000004
2024-2025,2,Burdekin region,BUR4,Geoffrey Bay,2025-04-02,2025,4,Apr,Wet season,-19.1572967,146.8689167,9.1,1.0585,2.19,31.475,,3.1,0.618,16.065,0.265,0.74
2024-2025,2,Burdekin region,BUR2,Pandora,2025-04-01,2025,4,Apr,Wet season,-18.8179983,146.4380683,13.4,0.515,1.335,31.9195,,3.6,0.375,12.64,0.105,0.755
2024-2025,2,Burdekin region,BUR1,Palms West,2025-04-01,2025,4,Apr,Wet season,-18.5421033,146.4861167,29,0.6908,2.6725,30.0545,,2.4,0.5508,31.6875,0.1075,1.0325
2024-2025,2,Wet Tropics region,RM3,RM3,2025-07-14,2025,7,Jul,Dry season,-17.0710817,145.9938283,20,0.2493,1.3275,34.988,,7,0.1588,3.085,0.085,0.36379999999999996
2024-2025,2,Wet Tropics region,RM8,High Island West,2025-07-15,2025,7,Jul,Dry season,-17.1660867,146.0050283,21,0.321,1.695,34.688,,5,0.1775,4.595,0.07,0.28500000000000003
2024-2025,2,Wet Tropics region,RM7,Franklands West,2025-07-15,2025,7,Jul,Dry season,-17.2268417,146.0876017,23,0.3655,0.845,35.045,,7,0.167,2.75,0.065,0.3
2024-2025,2,Wet Tropics region,RM10,Russell Mulgrave Mouth Mooring,2025-07-15,2025,7,Jul,Dry season,-17.2031767,145.9787717,7,0.9378,9.445,34.4435,,1.5,0.59,7.16,0.115,0.4775
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2025-07-15,2025,7,Jul,Dry season,-17.9217083,146.1359583,10,0.2825,1.58,34.5045,,7,0.1715,4.7,0.085,0.43000000000000005
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2025-07-16,2025,7,Jul,Dry season,-17.97222,146.1097233,10.4,0.3015,1.355,33.837,,4,0.1785,8.635,0.06,0.33499999999999996
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2025-07-16,2025,7,Jul,Dry season,-18.022355,146.07484,6.8,0.4573,1.7,33.9365,,4.5,0.261,8.3875,0.065,0.28250000000000003
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2025-07-16,2025,7,Jul,Dry season,-18.0083617,146.1334517,9.5,0.239,1.74,33.812,,5,0.136,9.38,0.06,0.2275
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2025-07-15,2025,7,Jul,Dry season,-17.9561083,146.187555,22.1,0.28,1.075,34.507,,8,0.15,3.64,0.065,0.2775
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2025-07-15,2025,7,Jul,Dry season,-17.8875517,146.2563517,24.6,0.111,0.675,35.0955,,17,0.062,1.5825,0.07,0.3275
2024-2025,2,Cape York region,PRN02,PRN02,2024-02-25,2024,2,Feb,Wet season,-12.4627183,143.2835667,3.9,0.33,0.98,34.5521,,3.9,0.18,2.93,0.03,0.14
2024-2025,2,Cape York region,PRN03,PRN03,2024-02-25,2024,2,Feb,Wet season,-12.4360333,143.3192983,17.5,0.2,0.68,34.3214,,6.7,0.13,2.8,0.03,0.14
2024-2025,2,Cape York region,PRN04,PRN04,2024-02-25,2024,2,Feb,Wet season,-12.412545,143.359805,25.5,0.14,0.05,34.0945,,9.7,0.1,1.86,0.02,0.12
2024-2025,2,Cape York region,PRS05,PRS05,2024-02-25,2024,2,Feb,Wet season,-12.5073167,143.4414267,32,0.29,0.79,32.7234,,7.7,0.15,12.19,0.02,0.09999999999999999
2024-2025,2,Cape York region,PRBB,PRBB,2024-02-25,2024,2,Feb,Wet season,-12.5113067,143.3707433,18,0.21,0.34,32.8319,,8,0.12,9.13,0.01,0.19000000000000003
2024-2025,2,Cape York region,PRS2.5,PRS2.5,2024-02-25,2024,2,Feb,Wet season,-12.5084883,143.3011117,10,0.26,6.78,6.0902,,3.3,0.17,127.7,0.09,4.26
2024-2025,2,Cape York region,PRS01,PRS01,2024-02-25,2024,2,Feb,Wet season,-12.4995433,143.2804333,3.7,0.2,11.89,2.9858,,2.25,0.23,148.88,0.09,3.95
2024-2025,2,Cape York region,AR01,Annan mouth,2024-03-24,2024,3,Mar,Wet season,-15.5245833,145.2775833,2.5,1.36,86.1,6.8422,,0.2,4.52,126.34,0.11,4.390000000000001
2024-2025,2,Cape York region,AR02b,AR02b,2024-03-24,2024,3,Mar,Wet season,-15.5068667,145.2911667,11.4,0.2,39,5.1718,,0.35,0.28,104.24,0.13,3.62
2024-2025,2,Cape York region,AR03b,AR03b,2024-03-24,2024,3,Mar,Wet season,-15.4839667,145.3241667,13.4,0.47,4.68,30.6273,,3.81,0.35,13.48,0.07,0.91
2024-2025,2,Cape York region,NR06,NR06,2024-03-25,2024,3,Mar,Wet season,-14.0945667,144.02425,25.1,0.17,1.66,32.56,,17.3,0.13,5.83,0.04,0.36
2024-2025,2,Cape York region,NR04,NR04,2024-03-25,2024,3,Mar,Wet season,-14.2398833,144.0687,19.6,0.13,0.28,32.2943,,12.5,0.09,4.7,0.05,0.25
2024-2025,2,Cape York region,NR03,NR03,2024-03-25,2024,3,Mar,Wet season,-14.3073667,144.0900167,12.8,0.21,1.3,28.9174,,7.2,0.13,24.62,0.03,0.28
2024-2025,2,Cape York region,NR02,NR02,2024-03-25,2024,3,Mar,Wet season,-14.3752667,144.1160167,6,0.69,2.25,28.2141,,3.5,0.48,31.91,0.07,0.41000000000000003
2024-2025,2,Cape York region,NR01,NR01,2024-03-26,2024,3,Mar,Wet season,-14.3945333,144.1434333,3.6,0.49,14.8667,14.3355,,1.16,0.62,52.98,0.19,2.14
2024-2025,2,Cape York region,KR01,Kennedy River mouth,2024-03-26,2024,3,Mar,Wet season,-14.4723667,143.9727667,1.6,0.69,52.1,8.2068,,0.53,1.06,94.18,0.22,2.37
2024-2025,2,Cape York region,KR02,Kennedy inshore,2024-03-26,2024,3,Mar,Wet season,-14.42425,143.9513,6.8,0.79,20.1,2.5638,,0.63,0.73,110.09,0.17,1.09
2024-2025,2,Cape York region,CI01,CI01,2024-03-26,2024,3,Mar,Wet season,-14.2435,143.7863333,6.4,0.17,0.64,18.0512,,4,0.13,49.68,0.08,0.33999999999999997
2024-2025,2,Cape York region,AR01,Annan mouth,2025-03-18,2025,3,Mar,Wet season,-15.5252517,145.2791183,2.2,1.11,11,8.2,,0.5,0.36,102.87,0.04,3.0599999999999996
2024-2025,2,Cape York region,AR02b,AR02,2025-03-18,2025,3,Mar,Wet season,-15.5049267,145.2925833,11.5,1.14,0.8,30.4,,3.6,0.29,10.01,0.09,0.5800000000000001
2024-2025,2,Cape York region,AR03b,AR03,2025-03-18,2025,3,Mar,Wet season,-15.4830967,145.3252517,13.4,1.04,0.5,30.8,,5,0.35,10.34,0.08,0.55
2024-2025,2,Cape York region,ER01,Endeavour mouth,2025-03-19,2025,3,Mar,Wet season,-15.4574867,145.2503167,5.2,0.42,20,19.7,,0.3,0.37,47.41,0.06,1.26
2024-2025,2,Cape York region,ER02b,ER02,2025-03-19,2025,3,Mar,Wet season,-15.4301733,145.2689517,9.9,0.69,2.6,27.1,,2,0.1,26.48,0.05,0.5800000000000001
2024-2025,2,Cape York region,ER03,ER03,2025-03-18,2025,3,Mar,Wet season,-15.414545,145.3165817,16.5,0.52,0.5,30.7,,3.9,0.1,11.3,0.07,0.7
2024-2025,2,Cape York region,AE04,AE04,2025-03-18,2025,3,Mar,Wet season,-15.4425333,145.40003,26.2,0.5,0.3,31.7,,7.1,0.1,6.38,0.04,0.84
2024-2025,2,Cape York region,PRS05,PRS05,2025-04-24,2025,4,Apr,Wet season,-12.5083333,143.44075,34.5,0.34,0.05,30.9,,11.2,0.22,8.39,0.06,0.4
2024-2025,2,Cape York region,PRBB,PRBB,2025-04-24,2025,4,Apr,Wet season,-12.5112833,143.37125,18.4,0.38,0.6,30.1,,10.2,0.1,12.06,0.04,1.01
2024-2025,2,Cape York region,PRS2.5,PRS2.5,2025-04-24,2025,4,Apr,Wet season,-12.5088,143.3007,10.2,0.59,0.7,30,,7.9,0.1,13.63,0.07,0.7
2024-2025,2,Cape York region,PRS01,PRS01,2025-04-24,2025,4,Apr,Wet season,-12.4995167,143.2804333,3.4,1.02,3.4,17.3,,2.1,0.23,100.83,0.04,2.2800000000000002
2024-2025,2,Cape York region,PRN02,PRN02,2025-04-24,2025,4,Apr,Wet season,-12.46235,143.28375,3.2,0.63,0.9,29.8,,3.2,0.3,15.63,0.08,0.95
2024-2025,2,Cape York region,PRN04,PRN04,2025-04-24,2025,4,Apr,Wet season,-12.4121333,143.3586,26.2,0.39,0.5,32,,9.6,0.1,5.69,0.07,1.04
2024-2025,2,Wet Tropics region,TUL3,Dunk Island North,2024-03-20,2024,3,Mar,Wet season,-17.9259683,146.14324,11,0.4872,1.87,31.6687,,4,0.3715,16.91,0.07,0.535
2024-2025,2,Wet Tropics region,TUL2,Clump Point East,2024-03-20,2024,3,Mar,Wet season,-17.8900983,146.2598833,26.2,0.4515,3.78,34.4369,,5,0.4019,3.315,0.015,0.425
2024-2025,2,Wet Tropics region,TUL5,Dunk Island South East,2024-03-20,2024,3,Mar,Wet season,-17.960295,146.1908933,24.6,0.4015,1.78,32.4504,,6,0.2762,13.93,0.035,0.4
2024-2025,2,Wet Tropics region,TUL8,Bedarra,2024-03-21,2024,3,Mar,Wet season,-18.014035,146.13365,10.1,0.5782,3.755,23.763,,3,0.4197,54.585,0.055,1.07
2024-2025,2,Wet Tropics region,TUL10,Tully Mouth,2024-03-21,2024,3,Mar,Wet season,-18.0222617,146.0741533,6.2,0.7557,9.77,19.5878,,1.5,0.6115,75.08,0.1,2.67
2024-2025,2,Wet Tropics region,TUL6,Between Tam O'Shanter and Timana,2024-03-21,2024,3,Mar,Wet season,-17.9743117,146.1173517,10.2,0.7325,6.025,28.7214,,1.5,0.5566,32.03,0.06,0.39
2024-2025,2,Wet Tropics region,TUL9,Triplets,2024-03-21,2024,3,Mar,Wet season,-18.05569,146.1874933,14.3,0.2641,1.18,33.3318,,4,0.2006,8.27,0.04,0.21000000000000002
2024-2025,2,Wet Tropics region,TUL11,Tully River,2024-03-21,2024,3,Mar,Wet season,-18.0198167,146.0447833,1,0.2106,12.12,0.0385,,0.8,0.3141,188.25,0.16,7.83
2024-2025,2,Wet Tropics region,TUL7,Hull River mouth,2024-03-21,2024,3,Mar,Wet season,-17.9968083,146.0789367,1.2,2.1413,66.88,12.3208,,0.5,2.0057,100.25,0.1,2.51
2024-2025,2,Wet Tropics region,TUL4,South Mission Beach,2024-03-21,2024,3,Mar,Wet season,-17.9310617,146.1041033,5,0.4693,1.6,22.9291,,2,0.3037,60.12,0.06,0.66
2024-2025,2,Burdekin region,BUR1,Pelorus Island,2025-02-05,2025,2,Feb,Wet season,-18.5428467,146.48576,30,0.24,20.5,18,,0.3,0.1,79.285,0.1,1.405
2024-2025,2,Burdekin region,BUR2,Pandora Reef,2025-02-05,2025,2,Feb,Wet season,-18.816655,146.4358867,15.5,0.49,18.75,17.8,,0.4,0.5,52.49,0.22,0.77
2024-2025,2,Burdekin region,BUR13,Burdekin River mooring,2025-02-14,2025,2,Feb,Wet season,-19.5876,147.5825,8.2,0.1,44.5,16.85,,0.15,0.1,123.695,0.42,1.8599999999999999
